1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
837,IMPOSSIBLE / CAN'T BE DONE,אי אפשר,SINGLE,https://vimeo.com/400911622,Sequence-TA-22_8-IMPOSSIBLE.mp4,6.000,לא רלוונטי,לא רלוונטי,2,נשבע,U-swear.jpg,לא רלוונטי,N/A,נשבע,U-swear.jpg,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,כן,אותו,לא,"דינמי, משתנה",קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא בטוח,מרובות,לא,סִימוּלטָנִי,כן (דו כיווני),לא,לא,כן,לא
838,HEALTHY (1),בריא (1),SINGLE,https://vimeo.com/400911644,Sequence-TA-22_12-HEALTHY-1.mp4,5.714,לא רלוונטי,לא רלוונטי,2,5,5.jpg,אגרוף,Fist.jpg,5,5.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,בתחילת הסימן,שני מיקומים,טורסו עליון,שטח נייטרלי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
839,ALIVE,חי,SINGLE,https://vimeo.com/400911678,Sequence-TA-22_15-ALIVE.mp4,5.810,לא רלוונטי,לא רלוונטי,2,אֶקְדָח,L.jpg,לא רלוונטי,N/A,אֶקְדָח,L.jpg,לא,TI,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,כן,אותו,לא,"דינמי, משתנה",שתי ידיים פונות לצדדים מנוגדים,כן,באמצע הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
840,DEATH / DEAD,מת / מוות,SINGLE,https://vimeo.com/400911706,Sequence-TA-22_16-DEATH-DEAD.mp4,6.048,לא רלוונטי,לא רלוונטי,1,נשבע,U-swear.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,"דינמי, משתנה",קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
841,KILLED (HANGED) HIMSELF,להתאבד (בתלייה),SINGLE,https://vimeo.com/400911739,Sequence-TA-24_2-KILLED-HANGED-SELF.mp4,4.238,לא רלוונטי,לא רלוונטי,1,אגרוף,Fist.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,כן,בתחילת הסימן,שני מיקומים,צוואר,שטח נייטרלי - גבוה,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
842,COMMITTED SUICIDE WITH A KNIFE,להתאבד (בסכין),SINGLE,https://vimeo.com/400911768,Sequence-TA-24_3-KILL-SELF-KNIFE.mp4,3.762,לא רלוונטי,לא רלוונטי,1,אגרוף,Fist.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,לצד הנגדי,כן,בסוף הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
843,INJECTION,זריקה (רפואה),SINGLE,https://vimeo.com/400911802,Sequence-TA-24_6-INJECTION.mp4,5.381,לא רלוונטי,לא רלוונטי,1,צדי,Three.jpg,מנהל,A-thumb.jpg,לא רלוונטי,N/A,לא,TIM,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,לצד הנגדי,כן,בסוף הסימן,זְרוֹעַ,זרוע עליונה,לא רלוונטי,בצד השני,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
844,STOMACH ACHE,כאב בטן,SINGLE,https://vimeo.com/400911839,Sequence-TA-24_10-STOMACHACHE.mp4,5.476,לא רלוונטי,לא רלוונטי,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,מתמשך,טוֹרסוֹ,טורסו תחתון (בטן),לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
845,BIRTH,לידה,SINGLE,https://vimeo.com/400911879,Sequence-TA-24_11-BIRTH.mp4,5.762,לא רלוונטי,לא רלוונטי,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,"דינמי, משתנה",לא,לא רלוונטי,לא בטוח,טורסו תחתון (בטן),שטח נייטרלי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,הטייה על ציר (כמו ״אום אל פאחם״) ,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
846,SMOKING,עישון ,SINGLE,https://vimeo.com/400911920,Sequence-TA-24_22-SMOKING.mp4,5.571,לא רלוונטי,לא רלוונטי,1,נשבע,U-swear.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,"דינמי, משתנה","דינמי, משתנה",כן,בהתחלה ובסוף,רֹאשׁ,פה,לא רלוונטי,על קו האמצע,כן,קשת,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),מרובות,לא,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
847,INJURED/WOUNDED PERSON (1),פצוע (1),SINGLE,https://vimeo.com/400911947,Sequence-TA-25_2-INJURED.mp4,4.095,לא רלוונטי,לא רלוונטי,2,פרפר מצביע,F-flat.jpg,לא רלוונטי,N/A,פרפר מצביע,F-flat.jpg,לא,TI,זווית,לא רלוונטי,מנוגד,סגור,כן,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,בסוף הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
848,DIARRHEA,שלשול (צואה נוזלית),SINGLE,https://vimeo.com/400911988,Sequence-TA-25_5-DIARRHEA.mp4,5.095,לא רלוונטי,לא רלוונטי,2,צהוב,Y.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TP,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,לא,שונה,לא,שתי ידיים פונות לצדדים מנוגדים,אַחֵר,כן,התחלה,יד 2,פנים כף היד,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
849,BEAUTY / GRACEFUL,יופי (קריאת שמחה) (1),SINGLE,https://vimeo.com/400912024,Sequence-TA-26_3-BEAUTY.mp4,5.238,לא רלוונטי,לא רלוונטי,1,צמודה,5-thumb.jpg,רגע,Flat-O.jpg,לא רלוונטי,N/A,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,לצד הנגדי,כן,מתמשך,רֹאשׁ,סנטר,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
850,GREAT / BRAVO,יופי (קריאת שמחה) (2),SINGLE,https://vimeo.com/400912058,Sequence-TA-26_4-GREAT-BRAVO.mp4,5.667,לא רלוונטי,לא רלוונטי,2,O,O.jpg,פשוקה,5-Open.jpg,O,O.jpg,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,כן,אותו,לא,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,כן,פתיחה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
851,IMAGINATION,דמיון ,SINGLE,https://vimeo.com/400912129,Sequence-TA-26_10-IMAGINATION.mp4,5.524,לא רלוונטי,לא רלוונטי,1,5,5.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,כן,בתחילת הסימן,רֹאשׁ,מצח ורקות (כמו כתר),לא רלוונטי,באותו הצד,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,כן,ניענוע (כמו ״מתמטיקה״),לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,כן
852,NONSENSE,שטויות ,SINGLE,https://vimeo.com/400912179,Sequence-TA-26_12-NONSENSE.mp4,5.524,לא רלוונטי,לא רלוונטי,1,O,O.jpg,להעתיק,Spray.jpg,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,קדימה,קירוב בלבד,בתחילת הסימן,רֹאשׁ,מצח ורקות (כמו כתר),לא רלוונטי,באותו הצד,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,כן,פתיחה,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
853,FENCE / HEDGE,גדר,SINGLE,https://vimeo.com/400912213,"Sequence-TA-28_2-FENCE,HEDGE.mp4",4.571,לא רלוונטי,לא רלוונטי,2,4,4.jpg,לא רלוונטי,N/A,4,4.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,כן,אותו,לא,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
854,CORRIDOR,פרוזדור / מסדרון,SINGLE,https://vimeo.com/400912251,Sequence-TA-28_6-CORRIDOR.mp4,5.095,לא רלוונטי,לא רלוונטי,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
855,ESCALATOR,מדרגות נעות,SINGLE,https://vimeo.com/400912286,Sequence-TA-28_9-ESCALATOR.mp4,5.048,לא רלוונטי,לא רלוונטי,1,עין,Bent-V.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,IM,מאונקלות (כמו וו),פרוסות כמו בסימון 4,חוצה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אלכסוני,לא רלוונטי,נמוך>גבוה,קרוב>מרוחק,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
856,WALL (1),קיר (1),SINGLE,https://vimeo.com/400912322,Sequence-TA-28_18-WALL.mp4,3.429,לא רלוונטי,לא רלוונטי,2,5,5.jpg,לא רלוונטי,N/A,5,5.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,קדימה,למעלה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בתחילת הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
857,BUS RAPID TRANSIT (TRAM),מטרונית (כלי תחבורה),SINGLE,https://vimeo.com/400912804,Sequence-TA-29_8-RAPID-TRANSIT-TRAM.mp4,2.571,לא רלוונטי,לא רלוונטי,1,להעתיק,Spray.jpg,רגע,Flat-O.jpg,לא רלוונטי,N/A,לא,TIMRP,זווית,פרוסות כמו בסימון 4,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,למעלה,קירוב בלבד,בתחילת הסימן,רֹאשׁ,פנים/ראש,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
858,TO FLY (IN AN AIRPLANE) (1),לטוס (1),SINGLE,https://vimeo.com/400912835,Sequence-TA-31_0-TO-FLY-AIRPLANEmp4.mp4,4.190,לא רלוונטי,לא רלוונטי,1,צמודה,5-thumb.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אלכסוני,לא רלוונטי,נמוך>גבוה,קרוב>מרוחק,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
859,SAIL,מפרש,SINGLE,https://vimeo.com/400912852,Sequence-TA-32_4-SAIL.mp4,2.905,לא רלוונטי,לא רלוונטי,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,מְחוּבָּר,למטה,קדימה,כן (מגע סימטרי ביד2 במרחב נייטרלי),מחובר,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא,סִימוּלטָנִי,כן (דו כיווני),לא,לא,לא,לא
860,MEDIATION,גישור,SINGLE,https://vimeo.com/400912932,Sequence-TA-33_7-MEDIATION.mp4,3.238,לא רלוונטי,לא רלוונטי,2,אמה,Bent-L.jpg,לא רלוונטי,N/A,פיקוח,Bent-L.jpg,לא,TI,מאונקלות (כמו וו),לא רלוונטי,כלפי חוץ,ללא מגע,כן,אותו,לא,למטה,קדימה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בסוף הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
861,BRIDGE,גשר,SINGLE,https://vimeo.com/400912963,Sequence-TA-34_0-BRIDGE.mp4,5.095,לא רלוונטי,לא רלוונטי,1,סהר,Small-C.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TI,לא בטוח,לא רלוונטי,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,על קו האמצע,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
862,TO RUN SOMEBODY OVER,לדרוס,SINGLE,https://vimeo.com/400912993,Sequence-TA-34_2-RUN-SOMEONE-OVER.mp4,3.143,לא רלוונטי,לא רלוונטי,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,"הם שונים, אבל לא שונים לגמרי",לא,לצד הנגדי/למעלה,אַחֵר,כן,באמצע הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
863,STATION,תחנה (1),SINGLE,https://vimeo.com/400913029,Sequence-TA-34_6-STATION.mp4,4.048,לא רלוונטי,לא רלוונטי,2,מספריים,V.jpg,לא רלוונטי,N/A,מספריים,V.jpg,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
864,TO LAND,לנחות,SINGLE,https://vimeo.com/400913055,Sequence-TA-34_15-TO-LAND.mp4,5.476,לא רלוונטי,לא רלוונטי,2,צהוב,Y.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TP,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,לא,שונה,לא,למטה/למעלה (2 ידיים),אַחֵר,כן,בסוף הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
865,HOLIDAY /HOLIDAY MAKING,נופש,SINGLE,https://vimeo.com/400913094,Sequence-TA-34_18-HOLIDAY.mp4,5.381,לא רלוונטי,לא רלוונטי,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,מתחת פנים/ראש,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,לא,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא בטוח,הנהון,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
866,B&B (BED AND BREAKFAST),צימר,SINGLE,https://vimeo.com/400913130,Sequence-TA-34_19-BED-AND-BREAKFAST.mp4,4.190,לא רלוונטי,לא רלוונטי,2,צדי,Three.jpg,לא רלוונטי,N/A,צדי,Three.jpg,כן,TIM,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בתחילת הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אלכסוני,לא רלוונטי,גבוה>נמוך,צד נגדי>צד דומיננטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
867,CLASS (SCHOOL) (2),כיתה (2),SINGLE,https://vimeo.com/400913158,Sequence-TA-34_24-CLASS-2.mp4,5.476,לא רלוונטי,לא רלוונטי,2,מעוגלת,C.jpg,לא רלוונטי,N/A,מעוגלת,C.jpg,כן,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,ללא מגע,כן,אותו,לא,"דינמי, משתנה",למעלה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בהתחלה ובסוף,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
868,COURSE,קורס,SINGLE,https://vimeo.com/400913183,Sequence-TA-34_25-COURSE.mp4,5.476,לא רלוונטי,לא רלוונטי,2,ק,K.jpg,לא רלוונטי,N/A,ק,K.jpg,כן,TIM,אַחֵר,נוגועות זו בזו כמו בסימון K,למעלה,אצבע חיצונית,לא,אותו,לא,אַחֵר,אַחֵר,כן,בסוף הסימן,יד 2,גב כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
869,FACTORY,בית חרושת,SINGLE,https://vimeo.com/400913223,Sequence-TA-34_30-FACTORY.mp4,4.333,לא רלוונטי,לא רלוונטי,2,מספריים,V.jpg,לא רלוונטי,N/A,מספריים,V.jpg,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,לא בטוח,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,כן (דו כיווני),לא,לא,לא,לא
870,PRISON,בית סוהר,SINGLE,https://vimeo.com/400913260,Sequence-TA-34_31-PRISON.mp4,5.381,לא רלוונטי,לא רלוונטי,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,למטה,קדימה,כן,בסוף הסימן,שני מיקומים,שטח נייטרלי,גב פרק כף היד,הצלבה,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
